,Datetime,groundspeed,throttle,Xacc,Yacc,Zacc,Xgyro,Ygyro,Zgyro,Xmag,Ymag,Zmag
149,2022-10-25 19:13:35,5.000918,25.0,-1.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
150,2022-10-25 19:13:36,5.000478,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
151,2022-10-25 19:13:37,5.001313,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
152,2022-10-25 19:13:38,5.00054,25.0,0.0,2.0,-1001.0,2.0,2.0,3.0,44.0,234.0,-528.0
153,2022-10-25 19:13:39,5.000987,25.0,0.0,2.0,-1001.0,2.0,2.0,3.0,44.0,234.0,-528.0
154,2022-10-25 19:13:40,5.000664,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
155,2022-10-25 19:13:41,4.996457,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
156,2022-10-25 19:13:42,5.00218,25.0,-1.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
157,2022-10-25 19:13:43,5.00087,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
158,2022-10-25 19:13:44,5.000258,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
159,2022-10-25 19:13:45,4.996157,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
160,2022-10-25 19:13:46,5.003585,25.0,-1.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
161,2022-10-25 19:13:47,4.999567,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
162,2022-10-25 19:13:48,5.000361,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
163,2022-10-25 19:13:49,4.998895,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
164,2022-10-25 19:13:50,5.000806,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,44.0,234.0,-528.0
165,2022-10-25 19:13:51,4.998603,25.0,0.0,0.0,-1001.0,2.0,2.0,-1.0,44.0,234.0,-528.0
166,2022-10-25 19:13:52,5.003876,25.0,-1.0,-1.0,-1001.0,2.0,2.0,0.0,43.0,234.0,-528.0
167,2022-10-25 19:13:53,5.000617,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
168,2022-10-25 19:13:54,5.000425,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
169,2022-10-25 19:13:55,5.000701,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
170,2022-10-25 19:13:56,5.001506,25.0,-1.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
171,2022-10-25 19:13:57,5.000679,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
172,2022-10-25 19:13:58,5.000735,25.0,0.0,0.0,-1001.0,2.0,2.0,2.0,43.0,234.0,-528.0
